5320.19063	5422.721746	5542.128011	5820.092193	6106.342669
6398.416731	6479.36675	6615.06913	7021.351157	7340.388802
8675.426696	8812.836234	9001.374947	9628.767905	11214.48805
6288.006689	6383.074848	6530.392746	6937.374475	8073.420326
3694.483489	3728.261954	3773.177558	3896.026303	4140.068522
4933.910346	5001.371808	5092.071863	5347.030192	5798.639046
3629.312343	3669.25368	3724.129528	3878.419404	4086.553955
4372.407107	4458.164175	4567.195266	4869.65306	5364.228282
4115.236055	4152.752891	4211.224057	4386.379762	4668.203133
6575.656459	6677.007567	6839.026346	7327.428763	8155.380059
3311.482031	3352.577434	3407.575286	3562.400909	3891.662817
6317.959251	6449.026988	6635.78635	7204.12896	9013.17507
2618.78417	2641.393179	2671.619613	2751.466709	2960.552086
