0.990730936	0.993074358	0.99438288	0.995135221	1
0.990529821	0.99210324	0.99292081	0.993223098	1
0.983388926	0.984136995	0.984694896	0.984846096	1
0.967563584	0.970980608	0.973572387	0.975617486	1
0.970713829	0.981479079	0.987317153	0.991025458	1
0.978791744	0.983461964	0.986810995	0.988764901	1
0.979785429	0.986390453	0.989756365	0.991244822	1
0.986531517	0.987863067	0.98871125	0.988877245	1
0.976750099	0.986502873	0.989928306	0.991664599	1
0.987238461	0.989160018	0.989758456	0.990079534	1
0.980991449	0.987686286	0.990328761	0.991677254	1
0.973626863	0.976352249	0.977250113	0.977657328	1
0.973813372	0.980327572	0.982736667	0.984428517	1
