0.991235093	0.995140271	0.996377228	0.997065967	1
0.991048667	0.995046816	0.996248833	0.996951347	1
0.991269899	0.995166745	0.996385432	0.997074996	1
0.991086419	0.995044959	0.99626969	0.997006715	1
0.991096195	0.995139701	0.996377262	0.997065887	1
0.991037561	0.995000707	0.996234496	0.99698423	1
0.991250489	0.995173965	0.996392441	0.997061956	1
0.991072357	0.995038039	0.996275879	0.997004029	1
0.991255944	0.995186093	0.996388789	0.997073149	1
0.991205817	0.995095567	0.996295077	0.997004288	1
0.991272036	0.995141526	0.996356261	0.997039192	1
0.991563059	0.995115063	0.996332964	0.99706514	1
