49.305693	111.9356718	197.0461179	442.6364651	999.0090476
40.97247628	93.54162792	169.4786356	396.9009482	907.0398365
46.0958781	105.3935571	188.4649762	406.9980883	934.3911185
55.38138619	130.8979107	229.0665877	508.2332568	1105.499274
34.38005583	70.96582093	124.3232648	290.0910712	674.2346698
32.15045446	86.21737804	166.9460243	456.2468932	1002.224015
37.2702424	85.19254183	155.487091	350.449045	832.5570913
20.89640349	44.99164636	88.49326032	191.4277727	331.3782374
12.20154494	34.86557374	60.54129072	132.0101277	182.7203045
5.125164748	9.345302095	12.39746636	22.51751526	182.7203045
70.97449737	149.6561225	251.3777388	450.5186234	557.6776258
129.3348896	270.9528025	452.0601827	964.6702132	1606.480614
55.69533136	130.3834284	255.0097735	650.1252326	1696.870915
66.16686309	135.632702	215.7366472	465.8399278	1395.587275
26.81102531	67.29079371	123.874895	298.141638	644.958086
40.77975027	92.22480333	170.3657814	398.0244424	862.638962
53.75548246	112.0942411	194.1945929	433.2559507	1186.639654
