340034	1381679	1449631	3738617	7698825
339280	897603	1154830	2811047	5891684
342052	1027753	1248748	3078175	6247475
340164	1125159	1369711	3331129	6826473
338111	813874	1095902	2639242	5394903
339706	739878	987012	2357226	4861830
339060	787891	1028909	2525310	5316239
338469	686191	931967	2257628	4808248
341467	663521	868839	2069094	4329057
339793	935567	1246623	2975516	6385405
341315	1057786	1323638	3144457	6338849
339928	841371	1097103	2514576	5069728
341558	896458	1191653	2732500	5686740
338120	1002582	1276304	2904464	5876494
340188	951767	1191886	2678221	4977065
338048	915996	1168876	2551934	4651417
300886	585064	752267	1755370	3262975
259711	262774	313320	959764	1555825
14311	17475	23138	60286	104311
